Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"BURGESS, Mr Charles",1893,1960,18,Male,Victualling Crew,,,,Southampton,Extra 3rd. Baker,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-burgess.html
"BURKE, Mr Richard Edward",1882,1912,29,Male,Victualling Crew,,,,Belfast,Lounge Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-edward-burke.html
"BURKE, Mr William",1872,1961,39,Male,Victualling Crew,,,,Belfast,Saloon Steward,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/william-burke.html
"BURNESS, Mr Frank",1869,,43,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/frank-burness.html
"BURNS, Mr John",1880,,31,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-burns.html
"BURNS, Mr William Simpson",1874,1953,37,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-burns.html
"BURR, Mr Ewart Sydenham",1883,1912,29,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ewart-sydenham-burr.html
"BURRAGE, Mr Arthur Victor Edwards",1891,1951,20,Male,Victualling Crew,,,,Southampton,Plate Steward,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-burrage.html
"BURROUGHS, Mr Arthur Peckham",1877,1912,34,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-burroughs.html
"BURROWS, Mr W.",1883,,29,Male,Engineering Crew Left with Consent,,,,Southampton,Fireman,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/burrows.html
"BURTON, Mr Edward John",1877,1912,35,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-john-burton.html
"BUTT, Mr Robert Henry",1890,1912,21,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,10,English,https://www.encyclopedia-titanica.org/titanic-victim/robert-henry-butt.html
"BUTT, Mr William John",1881,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,77,English,https://www.encyclopedia-titanica.org/titanic-victim/william-john-butt.html
"BUTTERWORTH, Mr John",1889,1912,23,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,116,English,https://www.encyclopedia-titanica.org/titanic-victim/john-butterworth.html
"BYRNE, Mr James Edward",1867,1912,44,Male,Victualling Crew,,,,Southampton,Bedroom Steward (2nd Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-byrne.html
"CAIRNES, Mr Robert",1862,,50,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-cairnes.html
"CALDERWOOD, Mr Hugh",1879,1912,33,Male,Engineering Crew,,,,Belfast,Trimmer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/hugh-calderwood.html
"CAMPBELL, Mr Donald Samuel",1884,1912,28,Male,Victualling Crew,,,,Southampton,3rd Class Clerk,LOST,,,Australian,https://www.encyclopedia-titanica.org/titanic-victim/donald-campbell.html
"CANNER, Mr John",1872,1912,40,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-canner.html
"CARDWELL, Mr John",1879,1963,32,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-cardwell.html
"CARNEY, Mr William",1881,1912,31,Male,Victualling Crew,,,,Southampton,Lift Steward,LOST,,251,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/william-carney.html
"CARR, Mr Richard Stephen",1884,1912,27,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-stephen-carr.html
"CARSON, Mr James",1875,1950,36,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-carson.html
"CARTER, Mr F.",1885,,27,Male,Engineering Crew Failed to Join Ship,,,,Southampton,Trimmer,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/f-carter.html
"CARTER, Mr James",1866,1912,46,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-carter-ball.html
"CARTWRIGHT, Mr James Edward",1879,1912,33,Male,Victualling Crew,,,,Belfast,Saloon Steward,LOST,,320,English,https://www.encyclopedia-titanica.org/titanic-victim/james-edward-cartwright.html
"CASALI, Sig. Giulio",1880,1912,32,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/giulio-casali.html
"CASEY, Mr Thomas",1867,1912,44,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/t-casey.html
"CASSIDY, Mr William John",1881,1953,30,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-cassidy.html
"CASSWILL, Mr Charles",1877,1912,34,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-casswill.html
"CASTLEMAN, Mr Edward",1874,1912,37,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-castleman.html
"CAUNT, Mr William Ewart",1884,1912,28,Male,Victualling Crew,,,,Southampton,Grill Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-ewart-caunt.html
"CAVE, Mr Herbert",1873,1912,39,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,218,English,https://www.encyclopedia-titanica.org/titanic-victim/herbert-cave.html
"CAVELL, Mr George Henry",1889,1966,22,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-henry-cavell.html
"CECIL, Mr Charles Thomas",1891,1912,21,Male,Victualling Crew,,,,Southampton,Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/c-cecil.html
"CHABOISSON, Mr Adrien Firmin",1886,1912,25,Male,Restaurant Staff,,,,Southampton,Roast Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/adrien-finnin-chaboisson.html
"CHAPMAN, Mr Joseph Charles",1879,1939,32,Male,Victualling Crew,,,,Southampton,"Boots steward, 2nd class",SAVED,9,,English,https://www.encyclopedia-titanica.org/titanic-survivor/joseph-charles-chapman.html
"CHARMAN, Mr John James",1886,1912,25,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-charman.html
"CHEEVERS, Mr William",1880,1914,31,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-cheevers.html
"CHERRETT, Mr William Victor",1887,1912,24,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-victor-cherrett.html
"CHEVERTON, Mr William Frederick",1884,1912,27,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,334,English,https://www.encyclopedia-titanica.org/titanic-victim/william-edward-cheverton.html
"CHISNALL, Mr George Alexander",1875,1912,36,Male,Engineering Crew,,,,Belfast,Boilermaker,LOST,,111,English,https://www.encyclopedia-titanica.org/titanic-victim/george-alexander-chisnall.html
"CHITTY, Mr Archibald George",1883,1912,28,Male,Victualling Crew,,,,Southampton,Third Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/archibald-george-chitty.html
"CHITTY, Mr George Henry",1862,1912,50,Male,Victualling Crew,,,,Southampton,Baker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-henry-chitty.html
"CHORLEY, Mr John Henry",1887,1912,25,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-chorley.html
"CHRISTMAS, Mr Herbert Harry",1878,1912,34,Male,Victualling Crew,,,,Southampton,Assistant Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/herbert-harry-christmas.html
"CLARK, Mr William",1872,,40,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/william-clark.html
"CLELAND, Mr James",1881,1929,30,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-cleland.html
"CLENCH, Mr Frederick Charles",1878,1930,33,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,12,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-clench.html
"CLENCH, Mr George James",1881,1912,31,Male,Deck Crew,,,,Southampton,Able Seaman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-clench.html
"COCHRANE, Mr Robert",1867,,44,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-cochrane.html
"COE, Mr Harry",1890,1912,21,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-coe.html
"COFFEY, Mr John",1889,1957,23,Male,Engineering Crew Deserted,,,,Southampton,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-coffey.html
"COLEMAN, Mr Albert Edward",1883,1912,28,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-edward-coleman.html
"COLEMAN, Mr John",1854,1912,57,Male,Engineering Crew,,,,Belfast,Engineers' Mess steward,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/john-coleman.html
"COLGAN, Mr E. Joseph",1879,,33,Male,Victualling Crew,,,,Southampton,Scullion,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/e-joseph-colgan.html
"COLLINS, Mr John",1874,1950,38,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,1,,English,https://www.encyclopedia-titanica.org/titanic-survivor/john-samuel-collins.html
"COLLINS, Mr John",1894,1941,17,Male,Victualling Crew,,,,Southampton,Scullion,SAVED,B,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/john-collins.html
"COMBES, Mr George",1877,1916,34,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-combes.html
"CONNOR, Mr James",1866,,46,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-connor.html
"CONNOR, Mr Thomas",1873,,39,Male,Engineering Crew,,,,Belfast,Fireman,,,,,https://www.encyclopedia-titanica.org/titanic-biography/thomas-connor.html
"CONWAY, Mr Percy Walter",1887,1912,25,Male,Victualling Crew,,,,Belfast,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/p-conway.html
"COOK, Mr Gilbert William",1880,1912,32,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/gilbert-william-cook.html
"COOMBS, Mr Charles Augustus",1867,1912,45,Male,Victualling Crew,,,,Southampton,Assistant Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/augustus-charles-coombs.html
"COOPER, Mr H.",1886,1912,25,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-cooper-fireman.html
"COOPER, Mr James Edward",1886,1912,26,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-cooper-trimmer.html
"COPPERTHWAITE, Mr Albert Harry",1883,1912,28,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/bert-copperthwaite.html
"CORBEN, Mr Ernest Theodore",1885,1912,27,Male,Victualling Crew,,,,Southampton,Assistant Printer Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-theodore-corben.html
"CORCORAN, Mr Dennis",1879,1912,33,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/denny-corcoran.html
"CORNAIRE, Mr Marcel Raymond André",1892,1912,19,Male,Restaurant Staff,,,,Southampton,Assistant Roast Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/marcel-raymond-andre-cornaire.html
"COSGROVE, Mr John",1893,,19,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-cosgrove.html
"COSGROVE, Mr William James Gilligan",1888,1962,24,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-cosgrove.html
"COTTON, Mr Alfred",1876,1912,35,Male,Engineering Crew Substitute Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/a-cotton.html
"COUCH, Mr Frank",1884,1912,27,Male,Deck Crew,,,,Southampton,Able Seaman,LOST,,253,English,https://www.encyclopedia-titanica.org/titanic-victim/frank-couch.html
"COUCH, Mr Joseph Henry",1862,1912,49,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-henry-couch.html
"COUPER, Mr Robert Frederick William",1882,1941,30,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/robert-couper.html
"COUTIN, Mr Auguste Louis",1884,1912,28,Male,Restaurant Staff,,,,Southampton,Entrée Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/auguste-louis-coutin.html
"COX, Mr William Denton",1882,1912,30,Male,Victualling Crew,,,,Southampton,Third class steward,LOST,,300,English,https://www.encyclopedia-titanica.org/titanic-victim/william-denton-cox.html
"COY, Mr Francis Ernest George",1885,1912,27,Male,Engineering Crew,,,,Belfast,Junior Assistant 3rd. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/francis-ernest-george-coy.html
"CRABB, Mr Henry James",1889,1912,23,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-crabb.html
"CRAFTER, Mr Frederick Horace",1891,1960,20,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-crafter.html
"CRAIG, Mr David",1879,,33,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/david-craig.html
"CRAIG, Mr John",1883,,29,Male,Engineering Crew,,,,Belfast,Fireman,,,,Scottish,https://www.encyclopedia-titanica.org/titanic-biography/john-craig.html
"CRAWFORD, Mr Alfred George",1869,1938,43,Male,Victualling Crew,,,,Belfast,Bed Room Steward,SAVED,8,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-crawford.html
"CREESE, Mr Henry Philip",1867,1912,45,Male,Engineering Crew,,,,Belfast,Deck Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-philip-creese.html
"CRIMMINS, Mr James",1891,1956,21,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/james-crimmins.html
"CRISP, Mr Albert Hector",1872,1912,39,Male,Victualling Crew,,,,Belfast,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-hector-crisp.html
"CRISPIN, Mr William",1878,1912,33,Male,Victualling Crew,,,,Southampton,Glory Hole Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-crispin.html
"CROSBIE, Mr John Borthwick",1867,1912,45,Male,Victualling Crew,,,,Southampton,Turkish Bath Attendant,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-borthwick-crosbie.html
"CROSKERY, Mr Thomas",1871,1950,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-croskery.html
"CROSS, Mr William Alfred",1868,1912,44,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-cross.html
"CROSSLEY, Mr John",1878,1941,33,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-crossley.html
"CROUGHANE, Mr Michael",1867,,45,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/michael-croughane.html
"CROVELLA, Sig. Paolo Luigi",1895,1912,16,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/luigi-louis-crovella.html
"CROW, Mr George Frederick",1886,1960,26,Male,Victualling Crew,,,,Southampton,Saloon Steward,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-frederick-crow.html
"CRUMPLIN, Mr Charles George Chandler",1877,1912,35,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-crumplin.html
"CULLEN, Mr Charles James",1863,1939,49,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-cullen.html
"CULLEN, Mr John",1869,,43,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-cullen.html
"CULLEN, Mr Patrick",1876,,36,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/patrick-cullen.html
"CUNNINGHAM, Mr Andrew Orr",1873,1932,38,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,SAVED,4,,Scottish,https://www.encyclopedia-titanica.org/titanic-survivor/andrew-cunningham.html
"CUNNINGHAM, Mr Bernard",1877,1912,35,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/b-cunningham.html
"CURRAN, Mr Thomas",1871,,41,Male,Engineering Crew,,,,Belfast,Greaser,,,,,https://www.encyclopedia-titanica.org/titanic-biography/thomas-curran.html
"CURTIS, Mr Arthur",1885,1912,26,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-curtis.html
"DANIELS, Mr Sidney Edward",1893,1983,18,Male,Victualling Crew,,,,Southampton,Third class steward,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/sidney-edward-daniels.html
"DASHWOOD, Mr William George",1894,1912,18,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,83,English,https://www.encyclopedia-titanica.org/titanic-victim/william-george-dashwood.html
